sample	strainID	genus	species	count	count.correct
HNPevo2-d5	HAMBI-1972	Aeromonas	caviae	248	101
HNPevo2-d5	HAMBI-1977	Pseudomonas	chlororaphis	974	713
HNPevo2-d5	HAMBI-1988	Chitinophaga	sancti	18	25
HNPevo2-d5	HAMBI-2159	Paraburkholderia	caryophylli	61	31
HNPevo2-d5	HAMBI-2160	Bordetella	avium	29	131
HNPevo2-d5	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo2-d5	HAMBI-2443	Paracoccus	denitrificans	9	28
HNPevo2-d5	HAMBI-2494	Paraburkholderia	kururiensis	4	15
HNPevo2-d5	HAMBI-2659	Stenotrophomonas	maltophilia	7868	5807
HNPevo2-d5	HAMBI-2792	Moraxella	canis	0	0
HNPevo2-d5	HAMBI-3031	Niabella	yanshanensis	87	1609
HNPevo2-d5	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo2-d61	HAMBI-0006	Pseudomonas	putida	0	0
HNPevo2-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo2-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo2-d61	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo2-d61	HAMBI-0403	Comamonas	testosteroni	808	6637
HNPevo2-d61	HAMBI-1279	Hafnia	alvei	0	0
HNPevo2-d61	HAMBI-1287	Citrobacter	koseri	1277	700
HNPevo2-d61	HAMBI-1292	Morganella	morganii	78024	47064
HNPevo2-d61	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo2-d61	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo2-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo2-d61	HAMBI-1923	Myroides	odoratus	4718	5379
HNPevo2-d61	HAMBI-1972	Aeromonas	caviae	244	192
HNPevo2-d61	HAMBI-1977	Pseudomonas	chlororaphis	30004	42631
HNPevo2-d61	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo2-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo2-d61	HAMBI-2160	Bordetella	avium	0	0
HNPevo2-d61	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo2-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo2-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo2-d61	HAMBI-2659	Stenotrophomonas	maltophilia	28780	41250
HNPevo2-d61	HAMBI-2792	Moraxella	canis	0	0
HNPevo2-d61	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo2-d61	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo2-d9	HAMBI-0006	Pseudomonas	putida	7593	2370
HNPevo2-d9	HAMBI-0097	Acinetobacter	lwoffii	139	20
HNPevo2-d9	HAMBI-0105	Agrobacterium	tumefaciens	1544	3407
HNPevo2-d9	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo2-d9	HAMBI-0403	Comamonas	testosteroni	1814	8989
HNPevo2-d9	HAMBI-1279	Hafnia	alvei	91	43
HNPevo2-d9	HAMBI-1287	Citrobacter	koseri	808	267
HNPevo2-d9	HAMBI-1292	Morganella	morganii	551	200
HNPevo2-d9	HAMBI-1299	Kluyvera	intermedia	894	225
HNPevo2-d9	HAMBI-1842	Sphingobium	yanoikuyae	107	3
HNPevo2-d9	HAMBI-1896	Sphingobacterium	spiritivorum	908	717
HNPevo2-d9	HAMBI-1923	Myroides	odoratus	1578	1085
HNPevo2-d9	HAMBI-1972	Aeromonas	caviae	540	257
HNPevo2-d9	HAMBI-1977	Pseudomonas	chlororaphis	2922	2504
HNPevo2-d9	HAMBI-1988	Chitinophaga	sancti	2	3
HNPevo2-d9	HAMBI-2159	Paraburkholderia	caryophylli	33	19
HNPevo2-d9	HAMBI-2160	Bordetella	avium	77	408
HNPevo2-d9	HAMBI-2164	Cupriavidus	necator	1	34
HNPevo2-d9	HAMBI-2443	Paracoccus	denitrificans	17	61
HNPevo2-d9	HAMBI-2494	Paraburkholderia	kururiensis	14	63
HNPevo2-d9	HAMBI-2659	Stenotrophomonas	maltophilia	8630	7461
HNPevo2-d9	HAMBI-2792	Moraxella	canis	0	0
HNPevo2-d9	HAMBI-3031	Niabella	yanshanensis	6	130
HNPevo2-d9	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo3-d13	HAMBI-0006	Pseudomonas	putida	2037	415
HNPevo3-d13	HAMBI-0097	Acinetobacter	lwoffii	19	2
HNPevo3-d13	HAMBI-0105	Agrobacterium	tumefaciens	1959	2819
HNPevo3-d13	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo3-d13	HAMBI-0403	Comamonas	testosteroni	9466	30590
HNPevo3-d13	HAMBI-1279	Hafnia	alvei	116	36
HNPevo3-d13	HAMBI-1287	Citrobacter	koseri	1759	379
HNPevo3-d13	HAMBI-1292	Morganella	morganii	4544	1078
HNPevo3-d13	HAMBI-1299	Kluyvera	intermedia	140	23
HNPevo3-d13	HAMBI-1842	Sphingobium	yanoikuyae	6	0
HNPevo3-d13	HAMBI-1896	Sphingobacterium	spiritivorum	123	63
HNPevo3-d13	HAMBI-1923	Myroides	odoratus	3009	1350
HNPevo3-d13	HAMBI-1972	Aeromonas	caviae	1797	557
HNPevo3-d13	HAMBI-1977	Pseudomonas	chlororaphis	13680	7646
HNPevo3-d13	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo3-d13	HAMBI-2159	Paraburkholderia	caryophylli	4	2
HNPevo3-d13	HAMBI-2160	Bordetella	avium	55	190
HNPevo3-d13	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo3-d13	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo3-d13	HAMBI-2494	Paraburkholderia	kururiensis	3	9
HNPevo3-d13	HAMBI-2659	Stenotrophomonas	maltophilia	14769	8327
HNPevo3-d13	HAMBI-2792	Moraxella	canis	0	0
HNPevo3-d13	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo3-d13	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo3-d17	HAMBI-0006	Pseudomonas	putida	0	0
HNPevo3-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo3-d17	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo3-d17	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo3-d17	HAMBI-0403	Comamonas	testosteroni	1066	8634
HNPevo3-d17	HAMBI-1279	Hafnia	alvei	2	2
HNPevo3-d17	HAMBI-1287	Citrobacter	koseri	1871	1012
HNPevo3-d17	HAMBI-1292	Morganella	morganii	52616	31292
HNPevo3-d17	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo3-d17	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo3-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo3-d17	HAMBI-1923	Myroides	odoratus	5121	5757
HNPevo3-d17	HAMBI-1972	Aeromonas	caviae	33	26
HNPevo3-d17	HAMBI-1977	Pseudomonas	chlororaphis	15459	21656
HNPevo3-d17	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo3-d17	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo3-d17	HAMBI-2160	Bordetella	avium	0	0
HNPevo3-d17	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo3-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo3-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo3-d17	HAMBI-2659	Stenotrophomonas	maltophilia	18856	26646
HNPevo3-d17	HAMBI-2792	Moraxella	canis	0	0
HNPevo3-d17	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo3-d17	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo3-d21	HAMBI-0006	Pseudomonas	putida	0	0
HNPevo3-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo3-d21	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo3-d21	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo3-d21	HAMBI-0403	Comamonas	testosteroni	106	872
HNPevo3-d21	HAMBI-1279	Hafnia	alvei	7	5
HNPevo3-d21	HAMBI-1287	Citrobacter	koseri	310	170
HNPevo3-d21	HAMBI-1292	Morganella	morganii	6434	3889
HNPevo3-d21	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo3-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo3-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo3-d21	HAMBI-1923	Myroides	odoratus	545	623
HNPevo3-d21	HAMBI-1972	Aeromonas	caviae	1	1
HNPevo3-d21	HAMBI-1977	Pseudomonas	chlororaphis	2670	3801
HNPevo3-d21	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo3-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo3-d21	HAMBI-2160	Bordetella	avium	0	0
HNPevo3-d21	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo3-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo3-d21	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo3-d21	HAMBI-2659	Stenotrophomonas	maltophilia	1631	2342
HNPevo3-d21	HAMBI-2792	Moraxella	canis	0	0
HNPevo3-d21	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo3-d21	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo3-d29	HAMBI-0006	Pseudomonas	putida	0	0
HNPevo3-d29	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo3-d29	HAMBI-0105	Agrobacterium	tumefaciens	6	20
HNPevo3-d29	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo3-d29	HAMBI-0403	Comamonas	testosteroni	784	5951
HNPevo3-d29	HAMBI-1279	Hafnia	alvei	162	117
HNPevo3-d29	HAMBI-1287	Citrobacter	koseri	3883	1967
HNPevo3-d29	HAMBI-1292	Morganella	morganii	48213	26870
HNPevo3-d29	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo3-d29	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo3-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo3-d29	HAMBI-1923	Myroides	odoratus	4003	4217
HNPevo3-d29	HAMBI-1972	Aeromonas	caviae	35	25
HNPevo3-d29	HAMBI-1977	Pseudomonas	chlororaphis	26588	34904
HNPevo3-d29	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo3-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo3-d29	HAMBI-2160	Bordetella	avium	0	0
HNPevo3-d29	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo3-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo3-d29	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo3-d29	HAMBI-2659	Stenotrophomonas	maltophilia	29607	39209
HNPevo3-d29	HAMBI-2792	Moraxella	canis	0	0
HNPevo3-d29	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo3-d29	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo3-d45	HAMBI-0006	Pseudomonas	putida	0	0
HNPevo3-d45	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo3-d45	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo3-d45	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo3-d45	HAMBI-0403	Comamonas	testosteroni	366	2448
HNPevo3-d45	HAMBI-1279	Hafnia	alvei	0	0
HNPevo3-d45	HAMBI-1287	Citrobacter	koseri	509	227
HNPevo3-d45	HAMBI-1292	Morganella	morganii	16538	8122
HNPevo3-d45	HAMBI-1299	Kluyvera	intermedia	1	0
HNPevo3-d45	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo3-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo3-d45	HAMBI-1923	Myroides	odoratus	3474	3225
HNPevo3-d45	HAMBI-1972	Aeromonas	caviae	504	323
HNPevo3-d45	HAMBI-1977	Pseudomonas	chlororaphis	25183	29130
HNPevo3-d45	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo3-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo3-d45	HAMBI-2160	Bordetella	avium	0	0
HNPevo3-d45	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo3-d45	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo3-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo3-d45	HAMBI-2659	Stenotrophomonas	maltophilia	18573	21673
HNPevo3-d45	HAMBI-2792	Moraxella	canis	0	0
HNPevo3-d45	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo3-d45	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo3-d5	HAMBI-0006	Pseudomonas	putida	1289	333
HNPevo3-d5	HAMBI-0097	Acinetobacter	lwoffii	170	21
HNPevo3-d5	HAMBI-0105	Agrobacterium	tumefaciens	2195	4007
HNPevo3-d5	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo3-d5	HAMBI-0403	Comamonas	testosteroni	557	2283
HNPevo3-d5	HAMBI-1279	Hafnia	alvei	113	44
HNPevo3-d5	HAMBI-1287	Citrobacter	koseri	91	25
HNPevo3-d5	HAMBI-1292	Morganella	morganii	486	146
HNPevo3-d5	HAMBI-1299	Kluyvera	intermedia	687	143
HNPevo3-d5	HAMBI-1842	Sphingobium	yanoikuyae	146	4
HNPevo3-d5	HAMBI-1896	Sphingobacterium	spiritivorum	720	471
HNPevo3-d5	HAMBI-1923	Myroides	odoratus	893	508
HNPevo3-d5	HAMBI-1972	Aeromonas	caviae	122	48
HNPevo3-d5	HAMBI-1977	Pseudomonas	chlororaphis	696	493
HNPevo3-d5	HAMBI-1988	Chitinophaga	sancti	5	7
HNPevo3-d5	HAMBI-2159	Paraburkholderia	caryophylli	32	16
HNPevo3-d5	HAMBI-2160	Bordetella	avium	15	66
HNPevo3-d5	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo3-d5	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo3-d5	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo3-d5	HAMBI-2659	Stenotrophomonas	maltophilia	5488	3925
HNPevo3-d5	HAMBI-2792	Moraxella	canis	0	0
HNPevo3-d5	HAMBI-3031	Niabella	yanshanensis	69	1237
HNPevo3-d5	HAMBI-3237	Microvirga	lotononidis	1	0
HNPevo3-d61	HAMBI-0006	Pseudomonas	putida	1	0
HNPevo3-d61	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo3-d61	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo3-d61	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo3-d61	HAMBI-0403	Comamonas	testosteroni	12	92
HNPevo3-d61	HAMBI-1279	Hafnia	alvei	0	0
HNPevo3-d61	HAMBI-1287	Citrobacter	koseri	817	417
HNPevo3-d61	HAMBI-1292	Morganella	morganii	37745	21188
HNPevo3-d61	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo3-d61	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo3-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo3-d61	HAMBI-1923	Myroides	odoratus	23	24
HNPevo3-d61	HAMBI-1972	Aeromonas	caviae	719	527
HNPevo3-d61	HAMBI-1977	Pseudomonas	chlororaphis	49934	66025
HNPevo3-d61	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo3-d61	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo3-d61	HAMBI-2160	Bordetella	avium	0	0
HNPevo3-d61	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo3-d61	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo3-d61	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo3-d61	HAMBI-2659	Stenotrophomonas	maltophilia	2926	3903
HNPevo3-d61	HAMBI-2792	Moraxella	canis	0	0
HNPevo3-d61	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo3-d61	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo3-d9	HAMBI-0006	Pseudomonas	putida	11040	3621
HNPevo3-d9	HAMBI-0097	Acinetobacter	lwoffii	129	20
HNPevo3-d9	HAMBI-0105	Agrobacterium	tumefaciens	1992	4618
HNPevo3-d9	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo3-d9	HAMBI-0403	Comamonas	testosteroni	2261	11770
HNPevo3-d9	HAMBI-1279	Hafnia	alvei	197	97
HNPevo3-d9	HAMBI-1287	Citrobacter	koseri	1317	458
HNPevo3-d9	HAMBI-1292	Morganella	morganii	687	263
HNPevo3-d9	HAMBI-1299	Kluyvera	intermedia	1455	384
HNPevo3-d9	HAMBI-1842	Sphingobium	yanoikuyae	134	4
HNPevo3-d9	HAMBI-1896	Sphingobacterium	spiritivorum	1266	1051
HNPevo3-d9	HAMBI-1923	Myroides	odoratus	1766	1276
HNPevo3-d9	HAMBI-1972	Aeromonas	caviae	650	325
HNPevo3-d9	HAMBI-1977	Pseudomonas	chlororaphis	4771	4296
HNPevo3-d9	HAMBI-1988	Chitinophaga	sancti	1	2
HNPevo3-d9	HAMBI-2159	Paraburkholderia	caryophylli	47	29
HNPevo3-d9	HAMBI-2160	Bordetella	avium	91	507
HNPevo3-d9	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo3-d9	HAMBI-2443	Paracoccus	denitrificans	15	57
HNPevo3-d9	HAMBI-2494	Paraburkholderia	kururiensis	10	47
HNPevo3-d9	HAMBI-2659	Stenotrophomonas	maltophilia	11319	10281
HNPevo3-d9	HAMBI-2792	Moraxella	canis	0	0
HNPevo3-d9	HAMBI-3031	Niabella	yanshanensis	2	46
HNPevo3-d9	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo4-d13	HAMBI-0006	Pseudomonas	putida	1752	369
HNPevo4-d13	HAMBI-0097	Acinetobacter	lwoffii	22	2
HNPevo4-d13	HAMBI-0105	Agrobacterium	tumefaciens	1179	1754
HNPevo4-d13	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo4-d13	HAMBI-0403	Comamonas	testosteroni	4907	16388
HNPevo4-d13	HAMBI-1279	Hafnia	alvei	68	22
HNPevo4-d13	HAMBI-1287	Citrobacter	koseri	909	203
HNPevo4-d13	HAMBI-1292	Morganella	morganii	1908	468
HNPevo4-d13	HAMBI-1299	Kluyvera	intermedia	83	14
HNPevo4-d13	HAMBI-1842	Sphingobium	yanoikuyae	1	0
HNPevo4-d13	HAMBI-1896	Sphingobacterium	spiritivorum	62	33
HNPevo4-d13	HAMBI-1923	Myroides	odoratus	1505	698
HNPevo4-d13	HAMBI-1972	Aeromonas	caviae	1099	352
HNPevo4-d13	HAMBI-1977	Pseudomonas	chlororaphis	6061	3501
HNPevo4-d13	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo4-d13	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo4-d13	HAMBI-2160	Bordetella	avium	58	207
HNPevo4-d13	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo4-d13	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo4-d13	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo4-d13	HAMBI-2659	Stenotrophomonas	maltophilia	10568	6158
HNPevo4-d13	HAMBI-2792	Moraxella	canis	0	0
HNPevo4-d13	HAMBI-3031	Niabella	yanshanensis	1	15
HNPevo4-d13	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo4-d17	HAMBI-0006	Pseudomonas	putida	1	0
HNPevo4-d17	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo4-d17	HAMBI-0105	Agrobacterium	tumefaciens	3	9
HNPevo4-d17	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo4-d17	HAMBI-0403	Comamonas	testosteroni	2857	18213
HNPevo4-d17	HAMBI-1279	Hafnia	alvei	2	1
HNPevo4-d17	HAMBI-1287	Citrobacter	koseri	4851	2064
HNPevo4-d17	HAMBI-1292	Morganella	morganii	31869	14918
HNPevo4-d17	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo4-d17	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo4-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo4-d17	HAMBI-1923	Myroides	odoratus	4197	3714
HNPevo4-d17	HAMBI-1972	Aeromonas	caviae	780	477
HNPevo4-d17	HAMBI-1977	Pseudomonas	chlororaphis	10332	11392
HNPevo4-d17	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo4-d17	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo4-d17	HAMBI-2160	Bordetella	avium	0	0
HNPevo4-d17	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo4-d17	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo4-d17	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo4-d17	HAMBI-2659	Stenotrophomonas	maltophilia	36547	40651
HNPevo4-d17	HAMBI-2792	Moraxella	canis	0	0
HNPevo4-d17	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo4-d17	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo4-d21	HAMBI-0006	Pseudomonas	putida	0	0
HNPevo4-d21	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo4-d21	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo4-d21	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo4-d21	HAMBI-0403	Comamonas	testosteroni	343	2261
HNPevo4-d21	HAMBI-1279	Hafnia	alvei	6	4
HNPevo4-d21	HAMBI-1287	Citrobacter	koseri	1056	465
HNPevo4-d21	HAMBI-1292	Morganella	morganii	4860	2352
HNPevo4-d21	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo4-d21	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo4-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo4-d21	HAMBI-1923	Myroides	odoratus	714	653
HNPevo4-d21	HAMBI-1972	Aeromonas	caviae	56	35
HNPevo4-d21	HAMBI-1977	Pseudomonas	chlororaphis	2218	2529
HNPevo4-d21	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo4-d21	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo4-d21	HAMBI-2160	Bordetella	avium	0	0
HNPevo4-d21	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo4-d21	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo4-d21	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo4-d21	HAMBI-2659	Stenotrophomonas	maltophilia	6350	7304
HNPevo4-d21	HAMBI-2792	Moraxella	canis	0	0
HNPevo4-d21	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo4-d21	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo4-d29	HAMBI-0006	Pseudomonas	putida	1	0
HNPevo4-d29	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo4-d29	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo4-d29	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo4-d29	HAMBI-0403	Comamonas	testosteroni	434	2959
HNPevo4-d29	HAMBI-1279	Hafnia	alvei	76	49
HNPevo4-d29	HAMBI-1287	Citrobacter	koseri	2231	1015
HNPevo4-d29	HAMBI-1292	Morganella	morganii	12024	6020
HNPevo4-d29	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo4-d29	HAMBI-1842	Sphingobium	yanoikuyae	0	0
HNPevo4-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo4-d29	HAMBI-1923	Myroides	odoratus	2550	2413
HNPevo4-d29	HAMBI-1972	Aeromonas	caviae	129	84
HNPevo4-d29	HAMBI-1977	Pseudomonas	chlororaphis	5980	7052
HNPevo4-d29	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo4-d29	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo4-d29	HAMBI-2160	Bordetella	avium	0	0
HNPevo4-d29	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo4-d29	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo4-d29	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo4-d29	HAMBI-2659	Stenotrophomonas	maltophilia	20210	24042
HNPevo4-d29	HAMBI-2792	Moraxella	canis	0	0
HNPevo4-d29	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo4-d29	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo4-d45	HAMBI-0006	Pseudomonas	putida	0	0
HNPevo4-d45	HAMBI-0097	Acinetobacter	lwoffii	0	0
HNPevo4-d45	HAMBI-0105	Agrobacterium	tumefaciens	0	0
HNPevo4-d45	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo4-d45	HAMBI-0403	Comamonas	testosteroni	4285	24217
HNPevo4-d45	HAMBI-1279	Hafnia	alvei	0	0
HNPevo4-d45	HAMBI-1287	Citrobacter	koseri	1017	384
HNPevo4-d45	HAMBI-1292	Morganella	morganii	23424	9721
HNPevo4-d45	HAMBI-1299	Kluyvera	intermedia	0	0
HNPevo4-d45	HAMBI-1842	Sphingobium	yanoikuyae	2	0
HNPevo4-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0	0
HNPevo4-d45	HAMBI-1923	Myroides	odoratus	5562	4363
HNPevo4-d45	HAMBI-1972	Aeromonas	caviae	6872	3726
HNPevo4-d45	HAMBI-1977	Pseudomonas	chlororaphis	32534	31802
HNPevo4-d45	HAMBI-1988	Chitinophaga	sancti	0	0
HNPevo4-d45	HAMBI-2159	Paraburkholderia	caryophylli	0	0
HNPevo4-d45	HAMBI-2160	Bordetella	avium	0	0
HNPevo4-d45	HAMBI-2164	Cupriavidus	necator	0	0
HNPevo4-d45	HAMBI-2443	Paracoccus	denitrificans	0	0
HNPevo4-d45	HAMBI-2494	Paraburkholderia	kururiensis	0	0
HNPevo4-d45	HAMBI-2659	Stenotrophomonas	maltophilia	37045	36529
HNPevo4-d45	HAMBI-2792	Moraxella	canis	0	0
HNPevo4-d45	HAMBI-3031	Niabella	yanshanensis	0	0
HNPevo4-d45	HAMBI-3237	Microvirga	lotononidis	0	0
HNPevo4-d5	HAMBI-0006	Pseudomonas	putida	972	285
HNPevo4-d5	HAMBI-0097	Acinetobacter	lwoffii	77	11
HNPevo4-d5	HAMBI-0105	Agrobacterium	tumefaciens	654	1355
HNPevo4-d5	HAMBI-0262	Brevundimonas	bullata	0	0
HNPevo4-d5	HAMBI-0403	Comamonas	testosteroni	215	1000
HNPevo4-d5	HAMBI-1279	Hafnia	alvei	34	15
HNPevo4-d5	HAMBI-1287	Citrobacter	koseri	40	12
HNPevo4-d5	HAMBI-1292	Morganella	morganii	231	79
HNPevo4-d5	HAMBI-1299	Kluyvera	intermedia	292	69
HNPevo4-d5	HAMBI-1842	Sphingobium	yanoikuyae	87	3
HNPevo4-d5	HAMBI-1896	Sphingobacterium	spiritivorum	239	177
HNPevo4-d5	HAMBI-1923	Myroides	odoratus	304	196
HNPevo4-d5	HAMBI-1972	Aeromonas	caviae	66	29
HNPevo4-d5	HAMBI-1977	Pseudomonas	chlororaphis	293	236
HNPevo4-d5	HAMBI-1988	Chitinophaga	sancti	3	5
HNPevo4-d5	HAMBI-2159	Paraburkholderia	caryophylli	18	10
HNPevo4-d5	HAMBI-2160	Bordetella	avium	9	45
HNPevo4-d5	HAMBI-2164	Cupriavidus	necator	0	0
